path,name,type,size_bytes,created,modified
Sound_Clips_Free\Weapon\Mono\Medium\Photon_Explosion.wav,Photon_Explosion.wav,.wav,140622,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Photon_Explosion_1.ogg,Photon_Explosion_1.ogg,.ogg,19255,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Photon_Explosion_1.wav,Photon_Explosion_1.wav,.wav,140582,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Photon_Explosion_2.ogg,Photon_Explosion_2.ogg,.ogg,19732,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Photon_Explosion_2.wav,Photon_Explosion_2.wav,.wav,140582,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Photon_Explosion_3.ogg,Photon_Explosion_3.ogg,.ogg,19448,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Photon_Explosion_3.wav,Photon_Explosion_3.wav,.wav,140582,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Plasma Sword Swing.ogg,Plasma Sword Swing.ogg,.ogg,33514,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Plasma Sword Swing.wav,Plasma Sword Swing.wav,.wav,304498,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Plasma Sword Swing_1.ogg,Plasma Sword Swing_1.ogg,.ogg,36193,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Plasma Sword Swing_1.wav,Plasma Sword Swing_1.wav,.wav,304500,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Plasma Sword Swing_2.ogg,Plasma Sword Swing_2.ogg,.ogg,39102,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Plasma Sword Swing_2.wav,Plasma Sword Swing_2.wav,.wav,304500,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Plasma Sword Swing_3.ogg,Plasma Sword Swing_3.ogg,.ogg,36441,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Plasma Sword Swing_3.wav,Plasma Sword Swing_3.wav,.wav,304500,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Plasma_Pistol_Shot.ogg,Plasma_Pistol_Shot.ogg,.ogg,34042,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Plasma_Pistol_Shot.wav,Plasma_Pistol_Shot.wav,.wav,249490,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Plasma_Pistol_Shot_1.ogg,Plasma_Pistol_Shot_1.ogg,.ogg,26482,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Plasma_Pistol_Shot_1.wav,Plasma_Pistol_Shot_1.wav,.wav,249450,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Plasma_Pistol_Shot_2.ogg,Plasma_Pistol_Shot_2.ogg,.ogg,26555,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Plasma_Pistol_Shot_2.wav,Plasma_Pistol_Shot_2.wav,.wav,249450,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Plasma_Pistol_Shot_3.ogg,Plasma_Pistol_Shot_3.ogg,.ogg,26431,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Plasma_Pistol_Shot_3.wav,Plasma_Pistol_Shot_3.wav,.wav,249450,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Ship_Mounted_Weapon.ogg,Ship_Mounted_Weapon.ogg,.ogg,14108,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Ship_Mounted_Weapon.wav,Ship_Mounted_Weapon.wav,.wav,106090,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Ship_Mounted_Weapon_1.ogg,Ship_Mounted_Weapon_1.ogg,.ogg,14592,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Ship_Mounted_Weapon_1.wav,Ship_Mounted_Weapon_1.wav,.wav,106048,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Ship_Mounted_Weapon_2.ogg,Ship_Mounted_Weapon_2.ogg,.ogg,14304,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Ship_Mounted_Weapon_2.wav,Ship_Mounted_Weapon_2.wav,.wav,106048,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Ship_Mounted_Weapon_3.ogg,Ship_Mounted_Weapon_3.ogg,.ogg,14323,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Ship_Mounted_Weapon_3.wav,Ship_Mounted_Weapon_3.wav,.wav,106048,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Zert_Auto_Rifle.ogg,Zert_Auto_Rifle.ogg,.ogg,13802,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Zert_Auto_Rifle.wav,Zert_Auto_Rifle.wav,.wav,95634,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Zert_Auto_Rifle_1.ogg,Zert_Auto_Rifle_1.ogg,.ogg,14398,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Zert_Auto_Rifle_1.wav,Zert_Auto_Rifle_1.wav,.wav,95636,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Zert_Auto_Rifle_2.ogg,Zert_Auto_Rifle_2.ogg,.ogg,14410,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Zert_Auto_Rifle_2.wav,Zert_Auto_Rifle_2.wav,.wav,95636,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Zert_Auto_Rifle_3.ogg,Zert_Auto_Rifle_3.ogg,.ogg,14180,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Zert_Auto_Rifle_3.wav,Zert_Auto_Rifle_3.wav,.wav,95636,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Bio-Weapon Splat.ogg,Bio-Weapon Splat.ogg,.ogg,38171,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Bio-Weapon Splat.wav,Bio-Weapon Splat.wav,.wav,212566,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Bio-Weapon Splat_1.ogg,Bio-Weapon Splat_1.ogg,.ogg,25746,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Bio-Weapon Splat_1.wav,Bio-Weapon Splat_1.wav,.wav,212526,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Bio-Weapon Splat_2.ogg,Bio-Weapon Splat_2.ogg,.ogg,29046,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Bio-Weapon Splat_2.wav,Bio-Weapon Splat_2.wav,.wav,212526,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Bio-Weapon Splat_3.ogg,Bio-Weapon Splat_3.ogg,.ogg,25066,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Bio-Weapon Splat_3.wav,Bio-Weapon Splat_3.wav,.wav,212526,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Particle Accelerator Fire.ogg,Particle Accelerator Fire.ogg,.ogg,34474,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Particle Accelerator Fire.wav,Particle Accelerator Fire.wav,.wav,234494,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Particle Accelerator Fire_1.ogg,Particle Accelerator Fire_1.ogg,.ogg,28351,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Particle Accelerator Fire_1.wav,Particle Accelerator Fire_1.wav,.wav,234372,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Particle Accelerator Fire_2.ogg,Particle Accelerator Fire_2.ogg,.ogg,28625,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Particle Accelerator Fire_2.wav,Particle Accelerator Fire_2.wav,.wav,234372,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Particle Accelerator Fire_3.ogg,Particle Accelerator Fire_3.ogg,.ogg,28597,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Particle Accelerator Fire_3.wav,Particle Accelerator Fire_3.wav,.wav,234372,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Proximity Mine Arming.ogg,Proximity Mine Arming.ogg,.ogg,36178,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Proximity Mine Arming.wav,Proximity Mine Arming.wav,.wav,238824,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Proximity Mine Arming_1.ogg,Proximity Mine Arming_1.ogg,.ogg,28177,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Proximity Mine Arming_1.wav,Proximity Mine Arming_1.wav,.wav,238782,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Proximity Mine Arming_2.ogg,Proximity Mine Arming_2.ogg,.ogg,28608,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Proximity Mine Arming_2.wav,Proximity Mine Arming_2.wav,.wav,238782,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Proximity Mine Arming_3.ogg,Proximity Mine Arming_3.ogg,.ogg,27882,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Proximity Mine Arming_3.wav,Proximity Mine Arming_3.wav,.wav,238782,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Pulse Rifle Reload.ogg,Pulse Rifle Reload.ogg,.ogg,28243,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Pulse Rifle Reload.wav,Pulse Rifle Reload.wav,.wav,197938,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Pulse Rifle Reload_1.ogg,Pulse Rifle Reload_1.ogg,.ogg,21327,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Pulse Rifle Reload_1.wav,Pulse Rifle Reload_1.wav,.wav,197898,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Pulse Rifle Reload_2.ogg,Pulse Rifle Reload_2.ogg,.ogg,21621,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Pulse Rifle Reload_2.wav,Pulse Rifle Reload_2.wav,.wav,197898,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Pulse Rifle Reload_3.ogg,Pulse Rifle Reload_3.ogg,.ogg,20714,5/3/2025 13:10,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Short\Pulse Rifle Reload_3.wav,Pulse Rifle Reload_3.wav,.wav,197898,5/3/2025 13:10,5/3/2025 13:11
